레벨,화면번호,곡,카테고리,존,존번호,출처
S11,74,플래시 아웃,WORLDMUSIC,PHOENIX,116,실제
S11,75,비코즈 오브 유,WORLDMUSIC,PHOENIX,118,실제
S11,76,비옐라의 악몽,WORLDMUSIC,PHOENIX,122,실제
S11,77,솔저스 (TANO*C W TEAM RED ANTHEM),WORLDMUSIC,PHOENIX,129,실제
S11,78,브로큰 카르마 (PIU EDIT),WORLDMUSIC,XX,73,실제
S11,79,컨플릭트,WORLDMUSIC,XX,77,실제
S11,80,"팔랑크스 ""RS2018 edit""",WORLDMUSIC,XX,80,실제
S11,81,포인트 제로 2,WORLDMUSIC,XX,81,실제
S11,82,브레인 파워,WORLDMUSIC,XX,82,실제
S11,83,모페모페,WORLDMUSIC,XX,85,실제
S11,84,폴른 엔젤,WORLDMUSIC,PRIME 2,44,실제
S11,85,셀피쉬니스,WORLDMUSIC,PRIME,51,실제
S11,86,마타도르,WORLDMUSIC,PRIME,54,실제
S11,87,밀키 웨이 갤럭시,WORLDMUSIC,PRIME,55,실제
S11,88,필 마이 해피니스,WORLDMUSIC,PRIME,56,실제
S11,89,비디오 아웃 씨,WORLDMUSIC,PRIME,60,실제
S11,90,아마이 유우와쿠 데인저러스,JMUSIC,PRIME,62,실제
S11,91,임프린팅,JMUSIC,PRIME,64,실제
S11,92,스마일 다이어리,JMUSIC,PRIME,67,실제
S11,93,프라임,JMUSIC,PRIME,69,실제
S11,94,아이디얼라이즈드 로맨스,JMUSIC,PRIME,71,실제
S11,95,저스트 홀드 온 (To All Fighters),JMUSIC,PRIME,72,실제
S11,96,바로크 바이러스,WORLDMUSIC,FIESTA~FIESTA 2,87,실제
S11,97,가고일,WORLDMUSIC,FIESTA~FIESTA 2,100,실제
S11,98,레이지 오브 파이어,XROSS,XX,97,실제
S11,99,듀얼 레이싱 <레드 vs 블루>,XROSS,XX,98,실제
S11,100,라이징 스타,XROSS,XX,102,실제
S11,101,일 더하기 일은 귀요미,XROSS,XX,103,실제
S11,102,오버 더 호라이즌,XROSS,XX,105,실제
S11,103,유령의 축제 2 (Sneak),XROSS,PRIME 2,49,실제
S11,104,헬릭스,XROSS,PRIME 2,50,실제
S11,105,블랙 드래곤,XROSS,PRIME 2,52,실제
S11,106,스타트 온 레드,XROSS,PRIME 2,54,실제
S11,107,매지컬 베케이션,XROSS,PRIME 2,56,실제
S11,108,슈퍼 스타일린,XROSS,PRIME 2,59,실제
S11,109,고딕 레조넌스,XROSS,PRIME 2,65,실제
S11,110,어 사이트 데 라 루,XROSS,PRIME 2,67,실제
S11,111,레드라인,XROSS,PRIME 2,69,실제
S12,2,오버나이트 플라워,ORIGINAL,PHOENIX 2,15,실제
S12,5,이터널 유니버스,ORIGINAL,PHOENIX,7,실제
S12,6,4NT,ORIGINAL,PHOENIX,9,실제
S12,7,붐!!,ORIGINAL,PHOENIX,16,실제
S12,8,할로윈 파티 ~Multiverse~,ORIGINAL,PHOENIX,18,실제
S12,9,스타드림 -Eurobeat Remix-,ORIGINAL,PHOENIX,27,실제
S12,10,배니쉬 2 - Roar of the invisible dragon,ORIGINAL,PHOENIX,30,실제
S12,11,블루이쉬 로즈,ORIGINAL,PHOENIX,40,실제
S12,12,록시아,ORIGINAL,PHOENIX,41,실제
S12,13,메가하츠,ORIGINAL,PHOENIX,49,실제
S12,14,E.O.N,ORIGINAL,PHOENIX,51,실제
S12,15,뉴 로즈,ORIGINAL,PHOENIX,57,실제
S12,16,에렌델,ORIGINAL,PHOENIX,60,실제
S12,17,이매저너라이즈드 시티,ORIGINAL,PHOENIX,65,실제
S12,18,크림슨 후드,ORIGINAL,PHOENIX,66,실제
S12,19,야누스,ORIGINAL,XX,13,실제
S12,20,아이 원트 유,ORIGINAL,XX,14,실제
S12,21,스켑틱,ORIGINAL,XX,21,실제
S12,22,까르멘 버스,ORIGINAL,XX,26,실제
S12,23,마카롱 데이,ORIGINAL,XX,27,실제
S12,24,배니쉬,ORIGINAL,XX,31,실제
S12,25,테일즈 오브 펌프니아,ORIGINAL,XX,32,실제
S12,26,파괴,ORIGINAL,XX,35,실제
S12,27,슈퍼 카프리시오,ORIGINAL,PRIME 2,5,실제
S12,28,트리튬,ORIGINAL,PRIME 2,7,실제
S12,29,슈브 니구라스,ORIGINAL,PRIME 2,10,실제
S12,30,퍼더,ORIGINAL,PRIME 2,11,실제
S12,31,브링 백 더 비트,ORIGINAL,PRIME 2,14,실제
S12,32,브레이크 아웃,ORIGINAL,PRIME 2,15,실제
S12,33,사라반드,ORIGINAL,PRIME 2,16,실제
S12,34,패싱 라이더,ORIGINAL,PRIME 2,19,실제
S12,35,포스 오브 라,ORIGINAL,PRIME,9,실제
S12,36,레퀴엠,ORIGINAL,PRIME,10,실제
S12,37,리키지 볼티지,ORIGINAL,PRIME,17,실제
S12,38,무브 댓 바디!,ORIGINAL,PRIME,28,실제
S12,39,엘리제,ORIGINAL,FIESTA~FIESTA 2,1,실제
S12,40,이그니스 패터스(DM Ashura 믹스),ORIGINAL,FIESTA~FIESTA 2,2,실제
S12,41,디,ORIGINAL,FIESTA~FIESTA 2,8,실제
S12,42,인터퍼런스,ORIGINAL,FIESTA~FIESTA 2,22,실제
S12,43,테이크 아웃,ORIGINAL,FIESTA~FIESTA 2,24,실제
S12,44,마왕,ORIGINAL,FIESTA~FIESTA 2,29,실제
S12,45,사랑가 -2막-,ORIGINAL,FIESTA~FIESTA 2,45,실제
S12,46,팬텀 -인터메조-,ORIGINAL,FIESTA~FIESTA 2,56,실제
S12,47,젓가락 변주곡,ORIGINAL,NX~NXA,3,실제
S12,48,사람들은 몰랐다네,ORIGINAL,NX~NXA,4,실제
S12,49,패스터 Z,ORIGINAL,NX~NXA,22,실제
S12,50,사랑가 2006,ORIGINAL,NX~NXA,32,실제
S12,51,위치 닥터,ORIGINAL,1st~ZERO,7,실제
S12,52,점프,ORIGINAL,1st~ZERO,11,실제
S12,53,몽키 핑거즈,ORIGINAL,1st~ZERO,24,실제
S12,54,엑스트림,ORIGINAL,1st~ZERO,27,실제
S12,55,비,ORIGINAL,1st~ZERO,29,실제
S12,56,엠페러,ORIGINAL,1st~ZERO,35,실제
S12,57,겟 유어 그루브 온,ORIGINAL,1st~ZERO,36,실제
S12,58,마리아,ORIGINAL,1st~ZERO,38,실제
S12,59,윈터,ORIGINAL,1st~ZERO,44,실제
S12,60,우편마차,ORIGINAL,1st~ZERO,53,실제
S12,61,라젠스키 캉캉,ORIGINAL,1st~ZERO,55,실제
S12,62,베토벤 바이러스,ORIGINAL,1st~ZERO,62,실제
S12,63,첫사랑,ORIGINAL,1st~ZERO,64,실제
S12,64,파이널 오디션 2,ORIGINAL,1st~ZERO,68,실제
S12,65,태동,ORIGINAL,1st~ZERO,69,실제
S12,66,터키 행진곡,ORIGINAL,1st~ZERO,70,실제
S12,67,님과 함께,ORIGINAL,1st~ZERO,71,실제
S12,68,미드나잇 블루,ORIGINAL,1st~ZERO,76,실제
S12,69,나이트시어터,WORLDMUSIC,PHOENIX 2,21,실제
S12,70,어바웃 더 유니버스,WORLDMUSIC,PHOENIX,82,실제
S12,71,퍼페츄얼,WORLDMUSIC,PHOENIX,83,실제
S12,72,프렉쳐 텀퍼렐르,WORLDMUSIC,PHOENIX,86,실제
S12,73,카타스트로피,WORLDMUSIC,PHOENIX,87,실제
S12,74,휴먼 익스팅션 (PIU Edit.),WORLDMUSIC,PHOENIX,88,실제
S12,75,굿텍,WORLDMUSIC,PHOENIX,92,실제
S12,76,진폐증 ft. Kagamine Len/GUMI,WORLDMUSIC,PHOENIX,97,실제
S12,77,알테일,WORLDMUSIC,PHOENIX,98,실제
S12,78,굿바운스,WORLDMUSIC,PHOENIX,100,실제
S12,79,앨리스 인 미산트로프,WORLDMUSIC,PHOENIX,101,실제
S12,80,지젤,WORLDMUSIC,PHOENIX,110,실제
S12,81,할시온,WORLDMUSIC,PHOENIX,113,실제
S12,82,오딘,WORLDMUSIC,PHOENIX,117,실제
S12,83,팝핀 샤워,WORLDMUSIC,PHOENIX,120,실제
S12,84,브레이크 스루 마이셀프 feat. Risa Yuzuki,WORLDMUSIC,PHOENIX,121,실제
S12,85,쵸빗 플레이버,WORLDMUSIC,PHOENIX,123,실제
S12,86,얼라이브,WORLDMUSIC,PHOENIX,124,실제
S12,87,호랑풍류가,WORLDMUSIC,PHOENIX,130,실제
S12,88,페이브 가든,WORLDMUSIC,XX,66,실제
S12,89,팝 시퀀스,WORLDMUSIC,XX,67,실제
S12,90,인디스트럭터블,WORLDMUSIC,XX,70,실제
S12,91,8 6,WORLDMUSIC,XX,71,실제
S12,92,천년이 지나서,WORLDMUSIC,XX,74,실제
S12,93,데인저 & 데인저,WORLDMUSIC,XX,78,실제
S12,94,Re : 엔드 오브 어 드림,WORLDMUSIC,XX,86,실제
S12,95,크로스 레이 (feat. 月下Lia),WORLDMUSIC,XX,87,실제
S12,96,꺼림칙한,WORLDMUSIC,PRIME 2,42,실제
S12,97,더 레볼루션,WORLDMUSIC,PRIME,50,실제
S12,98,라그나로크,WORLDMUSIC,PRIME,57,실제
S12,99,퀸 오브 더 레드,JMUSIC,PRIME,70,실제
S12,100,파사칼리아,WORLDMUSIC,FIESTA~FIESTA 2,86,실제
S12,101,하드코어 오브 더 노스,WORLDMUSIC,FIESTA~FIESTA 2,94,실제
S12,102,왓 해픈드,WORLDMUSIC,FIESTA~FIESTA 2,99,실제
S12,103,드림체이서즈,XROSS,PHOENIX 2,24,실제
S12,104,슈퍼☆하라구로☆팝,XROSS,PHOENIX 2,25,실제
S12,105,스위트 원더랜드,XROSS,PHOENIX,132,실제
S12,106,이미지네이션,XROSS,XX,94,실제
S12,107,블랙스완,XROSS,XX,95,실제
S12,108,제로아이즈,XROSS,XX,101,실제
S12,109,로키,XROSS,XX,106,실제
S12,110,크로스 타임,XROSS,PRIME 2,48,실제
S12,111,BS파워 익스플로전,XROSS,PRIME 2,53,실제
S12,112,라 그랑 블루,XROSS,PRIME 2,63,실제
S12,113,클루,XROSS,PRIME 2,68,실제
S13,2,비행기,KPOP,PHOENIX,2,실제
S13,3,ESP,ORIGINAL,PHOENIX,5,실제
S13,4,쥬핀,ORIGINAL,PHOENIX,19,실제
S13,5,그로스,ORIGINAL,PHOENIX,20,실제
S13,6,루시드 드림,ORIGINAL,PHOENIX,24,실제
S13,7,결투,ORIGINAL,PHOENIX,29,실제
S13,8,라크리모사,ORIGINAL,PHOENIX,31,실제
S13,9,리틀 먼치킨,ORIGINAL,PHOENIX,34,실제
S13,10,피가로의 결혼 ~Celebrazione Remix~,ORIGINAL,PHOENIX,38,실제
S13,11,네오 카타르시스,ORIGINAL,PHOENIX,44,실제
S13,12,열정,ORIGINAL,PHOENIX,45,실제
S13,13,글리머 글림,ORIGINAL,PHOENIX,54,실제
S13,14,서든 어페어런스 이미지,ORIGINAL,PHOENIX,55,실제
S13,15,데카 댄스,ORIGINAL,PHOENIX,56,실제
S13,16,머독 vs 오타다,ORIGINAL,PHOENIX,63,실제
S13,17,도플갱어,ORIGINAL,PHOENIX,67,실제
S13,18,텔링 포츈 플라워,ORIGINAL,XX,17,실제
S13,19,니알라토텝,ORIGINAL,XX,18,실제
S13,20,라 그랑드 루즈,ORIGINAL,XX,25,실제
S13,21,오르비트 스테빌라이저,ORIGINAL,XX,34,실제
S13,22,캉-캉 ~Orpheus in The Party Mix~,ORIGINAL,XX,40,실제
S13,23,파파시토 (feat. KuTiNA),ORIGINAL,XX,41,실제
S13,24,포가튼 뱀파이어,ORIGINAL,XX,44,실제
S13,25,갓 모드 2.0 feat. Skizzo,ORIGINAL,XX,64,실제
S13,26,라스트 리버스,ORIGINAL,PRIME 2,4,실제
S13,27,갓 모드 feat. skizzo,ORIGINAL,PRIME 2,9,실제
S13,28,실버 비트 feat. ChisaUezono,ORIGINAL,PRIME 2,13,실제
S13,29,바이올렛 퍼퓸,ORIGINAL,PRIME,20,실제
S13,30,힙노시스(SynthWulf 믹스),ORIGINAL,FIESTA~FIESTA 2,4,실제
S13,31,에프 에프 에프,ORIGINAL,FIESTA~FIESTA 2,5,실제
S13,32,엑시던트,ORIGINAL,FIESTA~FIESTA 2,7,실제
S13,33,루시드(PIU Edit),ORIGINAL,FIESTA~FIESTA 2,10,실제
S13,34,윈드밀,ORIGINAL,FIESTA~FIESTA 2,12,실제
S13,35,여래아,ORIGINAL,FIESTA~FIESTA 2,14,실제
S13,36,멘탈 라이더,ORIGINAL,FIESTA~FIESTA 2,15,실제
S13,37,데스티네이션,ORIGINAL,FIESTA~FIESTA 2,47,실제
S13,38,두 잇 레게 스타일,ORIGINAL,FIESTA~FIESTA 2,49,실제
S13,39,아리랑,ORIGINAL,FIESTA~FIESTA 2,51,실제
S13,40,캐논 X.1,ORIGINAL,NX~NXA,2,실제
S13,41,패스터 Z,ORIGINAL,NX~NXA,22,실제
S13,42,기타 맨,ORIGINAL,NX~NXA,24,실제
S13,43,키메라,ORIGINAL,NX~NXA,31,실제
S13,44,팬텀,ORIGINAL,1st~ZERO,9,실제
S13,45,펌프 미 아마데우스,ORIGINAL,1st~ZERO,26,실제
S13,46,디 갱,ORIGINAL,1st~ZERO,30,실제
S13,47,컴 투 미,ORIGINAL,1st~ZERO,33,실제
S13,48,탑 시티,ORIGINAL,1st~ZERO,43,실제
S13,49,윌 오 더 위스프,ORIGINAL,1st~ZERO,45,실제
S13,50,틸 디 엔드 오브 타임,ORIGINAL,1st~ZERO,46,실제
S13,51,위 윌 밋 어게인,ORIGINAL,1st~ZERO,48,실제
S13,52,파이널 오디션 에피소드 1,ORIGINAL,1st~ZERO,56,실제
S13,53,롤링 크리스마스,ORIGINAL,1st~ZERO,60,실제
S13,54,사랑가,ORIGINAL,1st~ZERO,65,실제
S13,55,미스터 라푸스,ORIGINAL,1st~ZERO,67,실제
S13,56,서울구경,ORIGINAL,1st~ZERO,72,실제
S13,57,프리 스타일,ORIGINAL,1st~ZERO,75,실제
S13,58,펌핑업,ORIGINAL,1st~ZERO,78,실제
S13,59,엑스트라바간자,ORIGINAL,1st~ZERO,80,실제
S13,60,크래쉬 랜딩 랑데부,WORLDMUSIC,PHOENIX 2,19,실제
S13,61,인피니트 에너지 -Overdoze-,WORLDMUSIC,PHOENIX 2,22,실제
S13,62,프리덤 다이브,WORLDMUSIC,PHOENIX 2,23,실제
S13,63,바이너리 스타,WORLDMUSIC,PHOENIX,81,실제
S13,64,댄싱,WORLDMUSIC,PHOENIX,84,실제
S13,65,댓 키티 (PIU Edit.),WORLDMUSIC,PHOENIX,89,실제
S13,66,이렐리아,WORLDMUSIC,PHOENIX,99,실제
S13,67,R.I.P.,WORLDMUSIC,PHOENIX,102,실제
S13,68,러쉬-모어,WORLDMUSIC,PHOENIX,106,실제
S13,69,러쉬-아워,WORLDMUSIC,PHOENIX,107,실제
S13,70,* 이 게임은 존재하지 않습니다 *,WORLDMUSIC,PHOENIX,108,실제
S13,71,마히카,WORLDMUSIC,PHOENIX,109,실제
S13,72,디스트로0ㅣ어,WORLDMUSIC,PHOENIX,114,실제
S13,73,크로싱 델타,WORLDMUSIC,XX,68,실제
S13,74,시간의 회랑 라비린스,WORLDMUSIC,XX,93,실제
S13,75,배드 애플!! feat. Nomico,JMUSIC,PRIME,68,실제
S13,76,스타 커맨드,WORLDMUSIC,FIESTA~FIESTA 2,98,실제
S13,77,사월,XROSS,PRIME 2,58,실제
S13,78,킵 온!,XROSS,PRIME 2,61,실제
S13,79,도나텔로,XROSS,PRIME 2,71,실제
S14,2,고민중독,KPOP,PHOENIX 2,2,실제
S14,5,노스텔지어,KPOP,PHOENIX,3,실제
S14,6,디기탈리스,ORIGINAL,PHOENIX 2,13,실제
S14,7,얼티밋 아이즈,ORIGINAL,PHOENIX,10,실제
S14,8,벡터,ORIGINAL,PHOENIX,12,실제
S14,9,더 아포칼립스,ORIGINAL,PHOENIX,14,실제
S14,10,쇼다운,ORIGINAL,PHOENIX,15,실제
S14,11,플레이버 스텝!,ORIGINAL,PHOENIX,22,실제
S14,12,프ㄹi마 마테ㄹi아,ORIGINAL,PHOENIX,42,실제
S14,13,임페리움,ORIGINAL,PHOENIX,43,실제
S14,14,다크사이드 오브 더 마인드,ORIGINAL,PHOENIX,50,실제
S14,15,솔브 마이 허트,ORIGINAL,PHOENIX,53,실제
S14,16,헤라클레스,ORIGINAL,PHOENIX,58,실제
S14,17,인베이젼,ORIGINAL,PHOENIX,59,실제
S14,18,위더 가든,ORIGINAL,PHOENIX,64,실제
S14,19,하트 래빗 코스터,ORIGINAL,XX,19,실제
S14,20,김치 핑거즈,ORIGINAL,XX,33,실제
S14,21,탄탄멘,ORIGINAL,XX,38,실제
S14,22,알레그로 퓨리오소,ORIGINAL,PRIME 2,21,실제
S14,23,HTTP,ORIGINAL,PRIME 2,26,실제
S14,24,어웨이크닝,ORIGINAL,PRIME 2,30,실제
S14,25,왈츠 오브 도지,ORIGINAL,PRIME 2,32,실제
S14,26,캇코이,ORIGINAL,PRIME,2,실제
S14,27,엘리시움,ORIGINAL,PRIME,4,실제
S14,28,히아신스,ORIGINAL,PRIME,22,실제
S14,29,설탕음모론,ORIGINAL,PRIME,25,실제
S14,30,브레이크 잇 다운,ORIGINAL,PRIME,37,실제
S14,31,라이크 미,ORIGINAL,PRIME,39,실제
S14,32,러브 이즈 어 데인저 존(Cranky 믹스),ORIGINAL,FIESTA~FIESTA 2,3,실제
S14,33,유니크,ORIGINAL,FIESTA~FIESTA 2,6,실제
S14,34,팔로우 미,ORIGINAL,FIESTA~FIESTA 2,13,실제
S14,35,클리너,ORIGINAL,FIESTA~FIESTA 2,21,실제
S14,36,버터플라이,ORIGINAL,FIESTA~FIESTA 2,25,실제
S14,37,야근,ORIGINAL,FIESTA~FIESTA 2,38,실제
S14,38,펌핑 점핑,ORIGINAL,FIESTA~FIESTA 2,58,실제
S14,39,펌트리스 꽈뜨로,ORIGINAL,NX~NXA,23,실제
S14,40,닥터 엠,ORIGINAL,1st~ZERO,34,실제
S14,41,포인트 브레이크,ORIGINAL,1st~ZERO,41,실제
S14,42,오이 오이 오이,ORIGINAL,1st~ZERO,47,실제
S14,43,셋 미 업,ORIGINAL,1st~ZERO,50,실제
S14,44,오! 로사,ORIGINAL,1st~ZERO,63,실제
S14,45,에모모모,WORLDMUSIC,PHOENIX,103,실제
S14,46,푸파,WORLDMUSIC,PHOENIX,104,실제
S14,47,스푸키 마카롱,WORLDMUSIC,PHOENIX,111,실제
S14,48,빅 대디,WORLDMUSIC,PHOENIX,115,실제
S14,49,비코즈 오브 유,WORLDMUSIC,PHOENIX,118,실제
S14,50,배틀 넘버원,WORLDMUSIC,PHOENIX,128,실제
S14,51,라라,WORLDMUSIC,XX,75,실제
S14,52,글로리아,WORLDMUSIC,XX,84,실제
S14,53,스텝,WORLDMUSIC,PRIME 2,41,실제
S14,54,코스미컬 리듬,WORLDMUSIC,PRIME,52,실제
S14,55,돌리 키스,WORLDMUSIC,PRIME,53,실제
S14,56,까랴위사따,WORLDMUSIC,PRIME,59,실제
S14,57,비디오 아웃 씨,WORLDMUSIC,PRIME,60,실제
S14,58,아마이 유우와쿠 데인저러스,JMUSIC,PRIME,62,실제
S14,59,서든 로맨스 [PIU Edit],JMUSIC,PRIME,65,실제
S14,60,키티 캣,WORLDMUSIC,FIESTA~FIESTA 2,93,실제
S14,61,헬리오스피어,XROSS,PHOENIX,131,실제
S14,62,오버 더 호라이즌,XROSS,XX,105,실제
S14,63,V3,XROSS,PRIME 2,47,실제
S14,64,히페리온,XROSS,PRIME 2,51,실제
S14,65,사월,XROSS,PRIME 2,58,실제
S14,66,크리스마스의 기억,XROSS,PRIME 2,60,실제
S14,67,아스테리오스 -리엔트리-,XROSS,PRIME 2,62,실제
S15,4,빌려온 고양이,KPOP,PHOENIX 2,3,실제
S15,9,스톰,KPOP,PHOENIX,1,실제
S15,10,비행기,KPOP,PHOENIX,2,실제
S15,11,타이밍,KPOP,XX,3,실제
S15,12,날아올라,KPOP,XX,4,실제
S15,13,유 앤 아이,KPOP,XX,5,실제
S15,14,체이스 미,KPOP,PRIME 2,1,실제
S15,15,디그니티,KPOP,1st~ZERO,2,실제
S15,16,블레이저,ORIGINAL,PHOENIX 2,11,실제
S15,17,사월의 축제,ORIGINAL,PHOENIX,4,실제
S15,18,번 아웃,ORIGINAL,PHOENIX,8,실제
S15,19,붐!!,ORIGINAL,PHOENIX,16,실제
S15,20,라크리모사,ORIGINAL,PHOENIX,31,실제
S15,21,솔페지에토,ORIGINAL,PHOENIX,32,실제
S15,22,초악마황제,ORIGINAL,PHOENIX,46,실제
S15,23,큐리아서티 오버드라이브,ORIGINAL,PHOENIX,47,실제
S15,24,E.O.N,ORIGINAL,PHOENIX,51,실제
S15,25,카오스 어게인,ORIGINAL,PHOENIX,52,실제
S15,26,서든 어페어런스 이미지,ORIGINAL,PHOENIX,55,실제
S15,27,힘 오브 골든 글로리,ORIGINAL,PHOENIX,61,실제
S15,28,스위트로닉,ORIGINAL,XX,9,실제
S15,29,오블리터레이션,ORIGINAL,XX,10,실제
S15,30,디스트릭트 1,ORIGINAL,XX,15,실제
S15,31,슈가 플럼,ORIGINAL,XX,16,실제
S15,32,포세이돈,ORIGINAL,XX,29,실제
S15,33,아드레날린 블래스터,ORIGINAL,XX,30,실제
S15,34,클레마티스 랩소디아,ORIGINAL,XX,36,실제
S15,35,스타드림 (feat. Romelon),ORIGINAL,XX,39,실제
S15,36,파파시토 (feat. KuTiNA),ORIGINAL,XX,41,실제
S15,37,더 레버리,ORIGINAL,XX,47,실제
S15,38,헬파이어,ORIGINAL,PRIME 2,6,실제
S15,39,크로스 오버 feat. LyuU,ORIGINAL,PRIME 2,8,실제
S15,40,오버블로우2,ORIGINAL,PRIME 2,18,실제
S15,41,앵귀시드 언메이킹,ORIGINAL,PRIME 2,22,실제
S15,42,헤이 유,ORIGINAL,PRIME 2,24,실제
S15,43,레이브 언틸 디 어스 엔드,ORIGINAL,PRIME 2,29,실제
S15,44,이스케이프,ORIGINAL,PRIME 2,31,실제
S15,45,매드 사이언스,ORIGINAL,PRIME,14,실제
S15,46,리키지 볼티지,ORIGINAL,PRIME,17,실제
S15,47,리무버블 디스코,ORIGINAL,PRIME,18,실제
S15,48,슈퍼 판타지,ORIGINAL,PRIME,19,실제
S15,49,스콜피온 킹,ORIGINAL,PRIME,29,실제
S15,50,유 어게인 마이 러브,ORIGINAL,PRIME,33,실제
S15,51,로봇 배틀,ORIGINAL,PRIME,34,실제
S15,52,모멘트 데이,ORIGINAL,PRIME,36,실제
S15,53,하이퍼큐브,ORIGINAL,PRIME,38,실제
S15,54,잣,ORIGINAL,FIESTA~FIESTA 2,40,실제
S15,55,엑스트리,ORIGINAL,FIESTA~FIESTA 2,43,실제
S15,56,네이팜,ORIGINAL,FIESTA~FIESTA 2,82,실제
S15,57,머니,ORIGINAL,NX~NXA,20,실제
S15,58,히글디 피글디,ORIGINAL,NX~NXA,25,실제
S15,59,아크 오브 다크니스,ORIGINAL,NX~NXA,30,실제
S15,60,사랑가 2006,ORIGINAL,NX~NXA,32,실제
S15,61,투우사의 노래,ORIGINAL,NX~NXA,35,실제
S15,62,제이 봉,ORIGINAL,1st~ZERO,14,실제
S15,63,태동 2,ORIGINAL,1st~ZERO,23,실제
S15,64,몽키 핑거즈,ORIGINAL,1st~ZERO,24,실제
S15,65,엑스트림,ORIGINAL,1st~ZERO,27,실제
S15,66,겟 업!,ORIGINAL,1st~ZERO,28,실제
S15,67,댄스 위드 미,ORIGINAL,1st~ZERO,51,실제
S15,68,우편마차,ORIGINAL,1st~ZERO,53,실제
S15,69,펌프 점프,ORIGINAL,1st~ZERO,58,실제
S15,70,올 아이 원트 포 크리스마스,ORIGINAL,1st~ZERO,61,실제
S15,71,미스터 라푸스,ORIGINAL,1st~ZERO,67,실제
S15,72,콰투오룩스,WORLDMUSIC,PHOENIX 2,20,실제
S15,73,나이트시어터,WORLDMUSIC,PHOENIX 2,21,실제
S15,74,갤럭시 컬랩스,WORLDMUSIC,PHOENIX,85,실제
S15,75,프렉쳐 텀퍼렐르,WORLDMUSIC,PHOENIX,86,실제
S15,76,카타스트로피,WORLDMUSIC,PHOENIX,87,실제
S15,77,네이드 네이드,WORLDMUSIC,PHOENIX,91,실제
S15,78,코스믹 레일로드,WORLDMUSIC,PHOENIX,93,실제
S15,79,밀크,WORLDMUSIC,PHOENIX,95,실제
S15,80,어콰이어,WORLDMUSIC,PHOENIX,96,실제
S15,81,알테일,WORLDMUSIC,PHOENIX,98,실제
S15,82,앨리스 인 미산트로프,WORLDMUSIC,PHOENIX,101,실제
S15,83,스테이저,WORLDMUSIC,PHOENIX,105,실제
S15,84,아라가미,WORLDMUSIC,PHOENIX,112,실제
S15,85,†도프†센시†,WORLDMUSIC,PHOENIX,119,실제
S15,86,팝핀 샤워,WORLDMUSIC,PHOENIX,120,실제
S15,87,브레이크 스루 마이셀프 feat. Risa Yuzuki,WORLDMUSIC,PHOENIX,121,실제
S15,88,얼라이브,WORLDMUSIC,PHOENIX,124,실제
S15,89,트릭크래쉬 220,WORLDMUSIC,PHOENIX,125,실제
S15,90,익스트림 음악학원 1교시  feat. Nanahira,WORLDMUSIC,PHOENIX,126,실제
S15,91,솔저스 (TANO*C W TEAM RED ANTHEM),WORLDMUSIC,PHOENIX,129,실제
S15,92,팝 시퀀스,WORLDMUSIC,XX,67,실제
S15,93,프렌드,WORLDMUSIC,XX,76,실제
S15,94,컨플릭트,WORLDMUSIC,XX,77,실제
S15,95,니힐리즘 - 어나더 버전 -,WORLDMUSIC,XX,79,실제
S15,96,"팔랑크스 ""RS2018 edit""",WORLDMUSIC,XX,80,실제
S15,97,모페모페,WORLDMUSIC,XX,85,실제
S15,98,Re : 엔드 오브 어 드림,WORLDMUSIC,XX,86,실제
S15,99,시간의 회랑 라비린스,WORLDMUSIC,XX,93,실제
S15,100,꺼림칙한,WORLDMUSIC,PRIME 2,42,실제
S15,101,허쉬,WORLDMUSIC,PRIME 2,43,실제
S15,102,아클루오이아스,WORLDMUSIC,PRIME,58,실제
S15,103,요로피쿠 피쿠요로!,JMUSIC,PRIME,63,실제
S15,104,미토츠다이라,JMUSIC,PRIME,66,실제
S15,105,배드 애플!! feat. Nomico,JMUSIC,PRIME,68,실제
S15,106,퀸 오브 더 레드,JMUSIC,PRIME,70,실제
S15,107,모노리스,WORLDMUSIC,FIESTA~FIESTA 2,91,실제
S15,108,레이디버그,WORLDMUSIC,FIESTA~FIESTA 2,92,실제
S15,109,슈샤,WORLDMUSIC,FIESTA~FIESTA 2,97,실제
S15,110,스타 커맨드,WORLDMUSIC,FIESTA~FIESTA 2,98,실제
S15,111,드림체이서즈,XROSS,PHOENIX 2,24,실제
S15,112,스위트 원더랜드,XROSS,PHOENIX,132,실제
S15,113,이미지네이션,XROSS,XX,94,실제
S15,114,블랙스완,XROSS,XX,95,실제
S15,115,오벨리스크,XROSS,XX,96,실제
S15,116,우라늄,XROSS,XX,100,실제
S15,117,라이징 스타,XROSS,XX,102,실제
S15,118,일 더하기 일은 귀요미,XROSS,XX,103,실제
S15,119,헤드리스 치킨,XROSS,XX,104,실제
S15,120,디멘트 ~에프터 레전드~,XROSS,XX,107,실제
S15,121,하우스플랜,XROSS,XX,108,실제
S15,122,유어 마인드,XROSS,XX,109,실제
S15,123,타임 어택 <블루>,XROSS,PRIME 2,55,실제
S15,124,킵 온!,XROSS,PRIME 2,61,실제
S15,125,인피니티,XROSS,PRIME 2,64,실제
S15,126,베들램,XROSS,PRIME 2,66,실제
S15,127,킬 뎀!,XROSS,PRIME 2,70,실제
S16,2,뱅 뱅,KPOP,PHOENIX 2,4,실제
S16,3,404 (뉴 에라),KPOP,PHOENIX 2,5,실제
